firstname;lastname;gender;year_of_birth;age;zip;city;country;party_short;district;list;list_place_1;list_place_2;incumbent;LINK_personal_website;LINK_facebook;LINK_Twitter;LINK_Instagram;X;name_bfs;vorname_bfs
Martine;Tristan;f;1965;54;1920;Martigny;Schweiz;FDP;Wallis;Avenir Écologie libérale-radicale / Zukunft und Nachaltigkeit Freisinnigliberale;6;NA;0;NA;https://www.facebook.com/martine.tristan;NA;NA;NA;Tristan;Martine
Sibel;Arslan;f;1980;39;4053;Basel;Schweiz;BastA!;Basel-Stadt;Bündnis BastA! Grüne JGB;1;NA;1;NA;NA;https://twitter.com/SibelArslanBS;NA;NA;Arslan;Sibel
Patrizia;Bernasconi;f;1966;53;4051;Basel;Schweiz;BastA!;Basel-Stadt;Bündnis BastA! Grüne JGB;1;NA;0;NA;https://www.facebook.com/patrizia.bernasconi.56;https://twitter.com/pat_berna;NA;NA;Bernasconi;Patrizia
Heidi;Mück;f;1964;55;4057;Basel;Schweiz;BastA!;Basel-Stadt;Bündnis BastA! Grüne JGB;4;NA;0;NA;https://de-de.facebook.com/HeidiMueck/;https://twitter.com/heidimueck?lang=de;NA;NA;Mück;Heidi
Tonja;Zürcher;f;1983;36;4057;Basel;Schweiz;BastA!;Basel-Stadt;Bündnis BastA! Grüne JGB;5;NA;0;https://tonjazuercher.ch/;https://www.facebook.com/tonja.zuercher;https://twitter.com/tonjazuercher;NA;NA;Zürcher;Tonja
Thomas;Grossenbacher;m;1964;55;4058;Basel;Schweiz;Grüne;Basel-Stadt;Bündnis BastA! Grüne JGB;2;NA;0;NA;https://www.facebook.com/Thomas-Grossenbacher-Nationalratskandidatur-2019-1606975762892182/?hc_ref=ARROpfKO4-yz_K6HUaX81KzXavW8fiQegHOlHjY_HhR7z-R0yw0dHx24HZ2lM9IbA2o&fref=nf&__xts__[0]=68.ARBYqqbFdXaySWc56ngSUiEMIELO2hGsqVBW7Io1hWvSNJdo9xAnnkDBfDnCPKevnJRg5lL3wFQBaxpZuhltd6Lv_k0V0j7Bp621MnCx9dgWjK1e6eXH-FQJUUx4R1ZaH300y2EI4fkGjtWhFU-4l5NRntJuk6p3I4nDPw_g9A9qlrVGbqv-_sJD62SoeFkxSlaDl6dXRKboMAezk1LZUG67w7wazRdqVbgO6rukJBvDL7tA7Ji07J3mMuptCLl1Qjh8akvwrqxNHRZxDvfH8RODu82zk0-VirAnfBKL-xmO4tuNG4pPSou2P_V9DV43kMLh0ZCuZUU9HQQNdjR5rOVr&__tn__=kC-R;https://twitter.com/ThGrossenbacher;https://www.instagram.com/thomasgrossenbacher/;NA;Grossenbacher;Thomas
Anita;Lachenmeier;f;1959;60;4057;Basel;Schweiz;Grüne;Basel-Stadt;Bündnis BastA! Grüne JGB;3;NA;0;NA;NA;NA;NA;NA;Lachenmeier;Anita
Lea;Steinle;f;1987;32;4054;Basel;Schweiz;Grüne;Basel-Stadt;Bündnis BastA! Grüne JGB;2;NA;0;NA;NA;NA;NA;NA;Steinle;Lea
Oliver;Thommen;m;1984;35;4053;Basel;Schweiz;Grüne;Basel-Stadt;Bündnis BastA! Grüne JGB;3;NA;0;https://www.oliverthommen.ch/;https://www.facebook.com/Oliver-Thommen-2030249663938619/?modal=admin_todo_tour;https://twitter.com/othommen;NA;NA;Thommen;Oliver
Michael;Wüthrich;m;1960;59;4059;Basel;Schweiz;Grüne;Basel-Stadt;Bündnis BastA! Grüne JGB;5;NA;0;http://michaelwuethrich.ch;https://www.facebook.com/michael.wuthrich.31;https://twitter.com/micwue;NA;NA;Wüthrich;Michael
Vergeat;Jo;f;1994;25;4051;Basel;Schweiz;JGBNW;Basel-Stadt;Bündnis BastA! Grüne JGB;4;NA;0;NA;NA;https://twitter.com/jvergeat?lang=de;https://www.instagram.com/mypatronusisapandaa/;NA;NA;NA
Thomas;Altenburger;m;1973;46;8606;Nänikon;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;17;NA;0;NA;NA;NA;NA;NA;Altenburger;Thomas
Janine;Auer;f;1996;23;8460;Marthalen;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;28;NA;0;NA;NA;NA;NA;NA;Auer;Janine
Sascha;Balmer-Bühler;m;1975;44;8303;Bassersdorf;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;13;NA;0;NA;NA;NA;NA;NA;NA;NA
Bruno;Fenner;m;1956;63;8600;Dübendorf;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;15;NA;0;https://www.bdp.info/bruno-fenner/de/aktuell/;NA;NA;NA;NA;Fenner;Bruno
Astrid;Gut;f;1969;50;8304;Wallisellen;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;18;NA;0;https://www.bdp.info/astrid-gut/;https://www.facebook.com/astrid.gut.7;https://twitter.com/astridgut1;NA;NA;Gut;Astrid
Thomas;Hürlimann;m;1980;39;8122;Binz;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;7;NA;0;NA;https://www.facebook.com/ThomasFerdinandHuerlimann/;NA;https://www.instagram.com/thomas.huerlimann_binz/?hl=en;NA;Hürlimann;Thomas
Mike;Halbheer;m;1999;20;8604;Volketswil;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;20;NA;0;NA;NA;https://twitter.com/MikeHalbheer;NA;NA;Halbheer;Mike
Cédéric;Haury;m;1989;30;8615;Wermatswil;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;35;NA;0;NA;NA;NA;NA;NA;Haury;Cédéric
Isabelle;Haury;f;1991;28;8050;Zürich;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;25;NA;0;NA;NA;NA;NA;NA;Haury;Isabelle
Stefan;Hunger;m;1963;56;8617;Mönchaltorf;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;4;NA;0;https://www.bdp.info/stefan-hunger/de/persoenlich/;https://www.facebook.com/groups/stefanhunger/;https://twitter.com/hunger_stefan;NA;NA;Hunger;Stefan
Cornelia;Keller;f;1962;57;8625;Gossau;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;8;NA;0;https://www.bdp.info/cornelia-keller/de/;https://www.facebook.com/cornelia.keller.73;https://twitter.com/corneliakeller1?lang=en;https://www.instagram.com/kellercornelia/?hl=en;NA;Keller;Cornelia
Rico;Keller;m;1992;27;8625;Gossau;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;29;NA;0;https://www.bdp.info/zh/de/nr-wahlen2015/unserekandidaten/ricokeller/;NA;NA;NA;NA;Keller;Rico
Hansruedi;Knöpfli;m;1966;53;8400;Winterthur;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;14;NA;0;https://www.knoe.ch/;https://www.facebook.com/hansruedi.knopfli;NA;NA;NA;NA;NA
Ivo;Koller;m;1980;39;8610;Uster;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;30;NA;0;https://www.bdp.info/uster/de/koepfe/vorstanduster/ivokoller/;NA;NA;NA;NA;Koller;Ivo
Wolfgang;Kweitel;m;1982;37;8049;Zürich;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;9;NA;0;https://www.bdp.info/wolfgang-kweitel/de/aktuell/;NA;https://twitter.com/praesiBDPStZH;NA;NA;Kweitel;Wolfgang
Jonathan;Landolt;m;1998;21;8050;Zürich;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;26;NA;0;NA;NA;https://twitter.com/landoltjonathan;NA;NA;NA;NA
Andrea;Leutwyler;f;1973;46;8634;Hombrechtikon;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;5;NA;0;https://www.bdp.info/andrea-leutwyler/;https://www.facebook.com/andieleutwyler;https://twitter.com/Andie_Biene;https://www.instagram.com/leutwylerandrea/?hl=en;NA;Leutwyler;Andrea
Simon;Mösch;m;1994;25;8492;Wila;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;10;NA;0;https://www.simonmoesch.com/;https://www.facebook.com/SimonMoeschPolitiker;NA;NA;NA;Mösch;Simon
Evelin;Meierhofer;f;1986;33;8180;Bülach;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;34;NA;0;NA;NA;NA;NA;NA;Meierhofer;Evelin
Martin;Meister;m;1982;37;8154;Oberglatt;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;33;NA;0;NA;NA;NA;NA;NA;Meister;Martin
Benjamin;Montag;m;1989;30;8187;Weiach;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;32;NA;0;NA;NA;NA;NA;NA;Montag;Benjamin
Matea;Pavic;f;1988;31;8006;Zürich;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;31;NA;0;NA;NA;https://twitter.com/pavic__matea?lang=en;NA;NA;Pavic;Matea
Nadine;Putscher;f;1992;27;8804;Au ZH;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;11;NA;0;NA;https://www.facebook.com/NPutscherBDP/;https://twitter.com/NPutscherBDP;NA;NA;Putscher;Nadine
Rosmarie;Quadranti;f;1957;62;8308;Illnau;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;1;NA;1;http://www.rosmarie-quadranti.ch;https://www.facebook.com/profile.php?id=100012153757983;https://twitter.com/QuadrantiR;NA;NA;Quadranti;Rosmarie
Angelika;Ruider;f;1987;32;8153;Rümlang;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;6;NA;0;https://www.bdp.info/dielsdorf/;NA;https://twitter.com/angelika_ruider;NA;NA;Ruider;Angelika
Stefan;Ruider;m;1987;32;8153;Rümlang;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;21;NA;0;NA;NA;NA;NA;NA;Ruider;Stefan
Andres;Schlumpf;m;1982;37;8610;Uster;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;24;NA;0;NA;NA;NA;NA;NA;Schlumpf;Andres
Hanspeter;Schmid;m;1970;49;8600;Dübendorf;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;12;NA;0;https://www.hanspeter-schmid.ch/;NA;NA;NA;NA;Schmid;Hanspeter
Rita;Schmid;f;1971;48;8600;Dübendorf;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;16;NA;0;NA;NA;NA;NA;NA;Schmid;Rita
Brigitta;Stahel;f;1958;61;8053;Zürich;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;22;NA;0;NA;NA;NA;NA;NA;Stahel Honegger;Brigitta
Marcel;Stocker;m;1987;32;8049;Zürich;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;27;NA;0;NA;https://www.facebook.com/marcel.s.life;https://twitter.com/bdpstocker;NA;NA;Stocker;Marcel
Ursula;Troisio;f;1981;38;8057;Zürich;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;2;NA;0;NA;https://www.facebook.com/Ursula-Troisio-BDP-907040819646744/;NA;NA;NA;Troisio;Ursula
Judith;Waser;f;1962;57;8465;Rudolfingen;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;3;NA;0;https://www.bdp.info/judith-waser/;NA;NA;NA;NA;Waser;Judith
Pascal;Weber;m;1985;34;8610;Uster;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;23;NA;0;NA;https://www.facebook.com/pascalweber;NA;NA;NA;Weber;Pascal
Andrea;Wolff;f;1989;30;8057;Zürich;Schweiz;BDP;Zürich;Bürgerlich Demokratische Partei;19;NA;0;NA;NA;NA;NA;NA;Wolff;Andrea
Solomon;Tesfaye;m;1981;38;4500;Solothurn;Schweiz;BDP;Solothurn;Bürgerlich Demokratische Partei Liste zwei;5;NA;0;NA;NA;NA;NA;NA;Tesfaye;Solomon
Astrid;Bärtschi Mosimann;f;1973;46;3072;Ostermundigen;Schweiz;BDP;Bern;Bürgerlich Demokratische Partei, BDP;3;NA;0;NA;https://www.facebook.com/astrid.bartschi;NA;https://www.instagram.com/astridbaertschi/;NA;Bärtschi Mosimann;Astrid
Christine;Bühler;f;1959;60;2710;Tavannes;Schweiz;BDP;Bern;Bürgerlich Demokratische Partei, BDP;4;NA;0;NA;https://www.facebook.com/christine.buhler.5;NA;NA;NA;Bühler-Gerber;Christine
Daniel;Cattaruzza;m;1961;58;3250;Lyss;Schweiz;BDP;Bern;Bürgerlich Demokratische Partei, BDP;13;NA;0;NA;NA;NA;NA;NA;Cattaruzza;Daniel
Heinz;Eglli;m;1962;57;3705;Faulensee;Schweiz;BDP;Bern;Bürgerlich Demokratische Partei, BDP;14;NA;0;http://heinz-egli.ch;https://www.facebook.com/heinz.egli.3;NA;https://www.instagram.com/h.s.egli/;NA;Egli;Heinz
Charlotte;Gübeli-Grütter;f;1959;60;3400;Burgdorf;Schweiz;BDP;Bern;Bürgerlich Demokratische Partei, BDP;5;NA;0;NA;https://www.facebook.com/profile.php?id=100013661670091;NA;NA;NA;Gübeli-Grütter;Charlotte Barbara
Jan;Gnägi;m;1991;28;2565;Jens;Schweiz;BDP;Bern;Bürgerlich Demokratische Partei, BDP;16;NA;0;NA;https://www.facebook.com/jan.gnaegi;https://twitter.com/JanGnaegi;https://www.instagram.com/gnaegijan/;NA;Gnägi;Jan
Monika;Gygax-Böninger;f;1963;56;4924;Obersteckholz;Schweiz;BDP;Bern;Bürgerlich Demokratische Partei, BDP;6;NA;0;NA;NA;NA;NA;NA;Gygax-Böninger;Monika
Adrian;Hauser;m;1977;42;3076;Worb;Schweiz;BDP;Bern;Bürgerlich Demokratische Partei, BDP;17;NA;0;http://www.bdp.info/be/;http://www.facebook.com/BDPAdrianHauser;NA;https://www.instagram.com/adrian_hauser/;NA;Hauser;Adrian
Isabelle;Heer;f;1968;51;3008;Bern;Schweiz;BDP;Bern;Bürgerlich Demokratische Partei, BDP;7;NA;0;NA;https://www.facebook.com/isabelle.heer;https://twitter.com/heerisabelle;NA;NA;Heer;Isabelle
Anita;Herren-Brauen;f;1966;53;3204;Rosshäusern;Schweiz;BDP;Bern;Bürgerlich Demokratische Partei, BDP;8;NA;0;NA;https://www.facebook.com/anita.herren.5;NA;https://www.instagram.com/herrenanita/;NA;Herren-Brauen;Anita
Lorenz;Hess;m;1961;58;3066;Stettlen;Schweiz;BDP;Bern;Bürgerlich Demokratische Partei, BDP;1;NA;1;NA;https://www.facebook.com/pages/Lorenz-Hess/422234594539017?__tn__=K-R&eid=ARAAJSkT3gWANzADi567K-dXtaMPcHwklHJxcjT4YJqlBRmPKLNagr03ujcZEu-gj4Ogo3FHGn-6UCQF&fref=mentions&rf=420251031381210;https://twitter.com/LorenzHess;NA;NA;Hess;Lorenz
Josef;Jenni;m;1953;66;3414;Oberburg;Schweiz;BDP;Bern;Bürgerlich Demokratische Partei, BDP;18;NA;0;NA;https://www.facebook.com/jennioberburg/;NA;NA;NA;Jenni;Josef
Philip;Kohli;m;1991;28;3000;Bern;Schweiz;BDP;Bern;Bürgerlich Demokratische Partei, BDP;19;NA;0;NA;https://www.facebook.com/philip.kohli;https://twitter.com/PhilipKohli;NA;NA;Kohli;Philip
Vania;Kohli;f;1959;60;3006;Bern;Schweiz;BDP;Bern;Bürgerlich Demokratische Partei, BDP;9;NA;0;NA;https://www.facebook.com/vania.kohli;https://twitter.com/vakohli;NA;NA;Kohli;Vania
Martin;Lüthi (Gartentor);m;1965;54;3623;Horrenbach;Schweiz;BDP;Bern;Bürgerlich Demokratische Partei, BDP;20;NA;0;NA;NA;NA;NA;NA;Lüthi;Martin (Heinrich Gartentor)
Anita;Luginbühl-Bachmann;f;1960;59;3704;Krattigen;Schweiz;BDP;Bern;Bürgerlich Demokratische Partei, BDP;10;NA;0;NA;https://www.facebook.com/anita.luginbuehl;NA;NA;NA;Luginbühl-Bachmann;Anita
Francesco Marco;Rappa;m;1966;53;3400;Burgdorf;Schweiz;BDP;Bern;Bürgerlich Demokratische Partei, BDP;21;NA;0;https://www.linkedin.com/in/francesco-m-rappa-69095a45/;https://www.facebook.com/francescorappa66/?ref=bookmarks;https://twitter.com/rappa_rappa;https://www.instagram.com/rappa1/;NA;Rappa;Francesco
Michelle;Renaud;f;1975;44;3557;Fankhaus;Schweiz;BDP;Bern;Bürgerlich Demokratische Partei, BDP;11;NA;0;NA;https://www.facebook.com/michelle.renaud.10441;https://twitter.com/michellerenaud1;NA;NA;Renaud;Michelle
André;Roggli;m;1968;51;3154;Rüschegg Heubach;Schweiz;BDP;Bern;Bürgerlich Demokratische Partei, BDP;22;NA;0;NA;https://www.facebook.com/andre.roggli;https://twitter.com/andre_roggli;NA;NA;Roggli;André
Jürg;Rothenbühler;m;1972;47;3438;Lauperswil;Schweiz;BDP;Bern;Bürgerlich Demokratische Partei, BDP;23;NA;0;NA;https://www.facebook.com/jurg.rothenbuhler.58;NA;NA;NA;Rothenbühler;Jürg
Heinz;Siegenthaler;m;1955;64;3295;Rüti b. Büren;Schweiz;BDP;Bern;Bürgerlich Demokratische Partei, BDP;2;NA;1;NA;https://www.facebook.com/heinz.siegenthaler.77;https://twitter.com/h_siegenthaler;NA;NA;Siegenthaler;Heinz
Beatrice;Simon;f;1960;59;3267;Seedorf;Schweiz;BDP;Bern;Bürgerlich Demokratische Partei, BDP;12;NA;0;http://www.beatrice-simon.ch;http://facebook.com/regierungsraetin;http://twitter.com/bernerfinanzen;https://www.instagram.com/bernerfinanzen/;NA;Simon;Beatrice
Ulrich;Stähli;m;1959;60;3144;Gasel;Schweiz;BDP;Bern;Bürgerlich Demokratische Partei, BDP;24;NA;0;NA;NA;NA;NA;NA;Stähli;Ulrich
David;Bilang;m;1998;21;2543;Lengnau;Schweiz;JBDP;Bern;Bürgerlich Demokratische Partei, JBDP;3;NA;0;NA;https://www.facebook.com/davidbilang98;https://twitter.com/BilangDavid;NA;NA;Bilang;David
Sandro;Cantieni;m;1995;24;3177;Laupen;Schweiz;JBDP;Bern;Bürgerlich Demokratische Partei, JBDP;4;NA;0;NA;NA;NA;NA;NA;Cantieni;Sandro
Marcel;Erhard;m;1993;26;3432;Lützelflüh;Schweiz;JBDP;Bern;Bürgerlich Demokratische Partei, JBDP;5;NA;0;NA;https://www.facebook.com/marcel.erhard;https://twitter.com/marcel_erhard;https://www.instagram.com/erhardmarcel/https://www.instagram.com/nicolas_huissoud/;NA;Erhard;Marcel
Debora Vanessa;Gerlach;f;1999;20;4914;Roggwil;Schweiz;JBDP;Bern;Bürgerlich Demokratische Partei, JBDP;6;NA;0;NA;https://www.facebook.com/debora.gerlach;NA;NA;NA;Gerlach;Debora Vanessa
Bendicht;Glauser;m;1995;24;3664;Burgistein;Schweiz;JBDP;Bern;Bürgerlich Demokratische Partei, JBDP;7;NA;0;NA;NA;NA;NA;NA;Glauser;Bendicht
Lukas;Herrmann;m;1996;23;3608;Thun;Schweiz;JBDP;Bern;Bürgerlich Demokratische Partei, JBDP;8;NA;0;NA;https://www.facebook.com/lukas.herrmann.2996;NA;https://www.instagram.com/lh_1996_magnanimous/;NA;Herrmann;Lukas
Yvo Andri;Hofer;m;2001;18;3421;Lyssach;Schweiz;JBDP;Bern;Bürgerlich Demokratische Partei, JBDP;6;NA;0;https://yvohofer.ch;NA;https://twitter.com/yvohofer/;https://www.instagram.com/yvo2.0/;NA;Hofer;Yvo Andri
Nicolas;Huissoud;m;1998;21;2565;Jens;Schweiz;JBDP;Bern;Bürgerlich Demokratische Partei, JBDP;2;NA;0;NA;https://www.facebook.com/nicolas.huissoud;https://twitter.com/HuissoudNicolas;https://www.instagram.com/nicolas_huissoud/;NA;Huissoud;Nicolas
Thomas;Kaufmann;m;1991;28;3250;Lyss;Schweiz;JBDP;Bern;Bürgerlich Demokratische Partei, JBDP;10;NA;0;NA;https://www.facebook.com/thomas.kaufmann3;https://twitter.com/ThomK91;https://www.instagram.com/thom_ka/;NA;Kaufmann;Thomas
Nino;Leuenberger;m;2000;19;3252;Worben;Schweiz;JBDP;Bern;Bürgerlich Demokratische Partei, JBDP;11;NA;0;NA;NA;NA;NA;NA;Leuenberger;Nino
Dominik;Luginbühl;m;1989;30;3704;Krattigen;Schweiz;JBDP;Bern;Bürgerlich Demokratische Partei, JBDP;12;NA;0;NA;NA;https://twitter.com/LuginbuhlD;NA;NA;Luginbühl;Dominik
Salomon;Moser;m;1988;31;3360;Herzogenbuchsee;Schweiz;JBDP;Bern;Bürgerlich Demokratische Partei, JBDP;13;NA;0;NA;NA;https://twitter.com/mosersalomon?lang=de;NA;NA;Moser;Salomon Johann
Kai;Muff;m;1995;24;2503;Biel / Bienne;Schweiz;JBDP;Bern;Bürgerlich Demokratische Partei, JBDP;14;NA;0;NA;https://www.facebook.com/kai.muff;NA;https://www.instagram.com/kainmuff/;NA;Muff;Kai Noah
Robin;Parisi;m;1996;23;2616;Renan;Schweiz;JBDP;Bern;Bürgerlich Demokratische Partei, JBDP;15;NA;0;NA;https://www.facebook.com/robin.parisi.10;NA;https://www.instagram.com/parisi.robin/;NA;Parisi;Robin
Selina;Reichenbach;f;1995;24;3052;Zollikofen;Schweiz;JBDP;Bern;Bürgerlich Demokratische Partei, JBDP;16;NA;0;NA;https://www.facebook.com/selina.reichenbach.9;https://twitter.com/SelinaReichenb1?lang=de;NA;NA;Reichenbach;Selina
Astrick;Reist;f;1996;23;3600;Thun;Schweiz;JBDP;Bern;Bürgerlich Demokratische Partei, JBDP;17;NA;0;NA;https://www.facebook.com/astrickJBDP/;https://twitter.com/AstrickReist;https://www.instagram.com/jenny_1796/;NA;Reist;Astrick
Michèle;Schwarz;f;1992;27;2514;Ligerz;Schweiz;JBDP;Bern;Bürgerlich Demokratische Partei, JBDP;18;NA;0;NA;https://www.facebook.com/michele.schwarz.1293;NA;NA;NA;Schwarz;Michèle
Timo;Steinlin;m;1992;27;3084;Wabern;Schweiz;JBDP;Bern;Bürgerlich Demokratische Partei, JBDP;19;NA;0;https://timosteinlin.ch/;https://www.facebook.com/TSteinlin/;https://twitter.com/timosteinlin?lang=en;NA;NA;Steinlin;Timo
Jan;Wüthrich;m;1997;22;3234;Vinelz;Schweiz;JBDP;Bern;Bürgerlich Demokratische Partei, JBDP;22;NA;0;NA;NA;NA;NA;NA;Wüthrich;Jan
Sandra;Weibel;f;1992;27;3270;Aarberg;Schweiz;JBDP;Bern;Bürgerlich Demokratische Partei, JBDP;20;NA;0;NA;NA;NA;https://www.instagram.com/__sandras_world__/;NA;Weibel;Sandra
Mia;Willener;f;1983;36;3126;Kaufdorf;Schweiz;JBDP;Bern;Bürgerlich Demokratische Partei, JBDP;21;NA;0;NA;https://www.facebook.com/Mia.V.Willener;https://twitter.com/MiaWillener;https://www.instagram.com/miawillener/;NA;Willener;Mia
Sascha;Zbinden;m;1999;20;3007;Bern;Schweiz;JBDP;Bern;Bürgerlich Demokratische Partei, JBDP;23;NA;0;NA;https://www.facebook.com/sascha.zbinden.37;https://twitter.com/Zbinden_s;https://www.instagram.com/s_zb_nden/;NA;Zbinden;Sascha
Remo;Zuberbühler;m;1994;25;3360;Herzogenbuchsee;Schweiz;JBDP;Bern;Bürgerlich Demokratische Partei, JBDP;1;NA;0;https://remozuberbuehler.ch/;https://www.facebook.com/JupiterKallisto;https://twitter.com/Jupiterkallisto;https://www.instagram.com/jupiterkallisto/;NA;Zuberbühler;Remo
Lukas;Zwyer;m;1996;23;3076;Worb;Schweiz;JBDP;Bern;Bürgerlich Demokratische Partei, JBDP;24;NA;0;NA;NA;NA;NA;NA;Zwyer;Lukas
Esther;Meisinger-Zanetti;f;1970;49;4416;Bubendorf;Schweiz;BDP;Basel-Landschaft;Bürgerlich-Demokratische Partei;4;NA;0;NA;https://www.facebook.com/stella.zanetti;https://twitter.com/MeisingerEsther;https://www.instagram.com/esther.meisinger;NA;Meisinger-Zanetti;Esther
Martin;Landolt;m;1968;51;8752;Näfels;Schweiz;BDP;Glarus;Bürgerlich-Demokratische Partei (BDP);1;NA;1;http://www.landolt.info;https://www.facebook.com/Martin-Landolt-Nationalrat-371441853404906/;https://twitter.com/LandoltMartin;NA;NA;Landolt;Martin
Hans Peter;Grunder;m;1947;72;8572;Bätershausen;Schweiz;BDP;Thurgau;Bürgerlich-demokratische Partei – Best Agers;5;NA;0;NA;NA;NA;NA;NA;Grunder;Hans Peter
Martin;Huber;m;1957;62;8585;Mattwil;Schweiz;BDP;Thurgau;Bürgerlich-demokratische Partei – Best Agers;4;NA;0;NA;https://www.facebook.com/martinhuber.8/;NA;https://www.instagram.com/hub_mart/;NA;Huber;Martin
Roland Alfred;Huber;m;1957;62;8500;Frauenfeld;Schweiz;BDP;Thurgau;Bürgerlich-demokratische Partei – Best Agers;1;2;0;NA;NA;NA;NA;NA;Huber;Roland A.
Alfred;Mettler;m;1959;60;9320;Frasnacht;Schweiz;BDP;Thurgau;Bürgerlich-demokratische Partei – Best Agers;6;NA;0;NA;NA;NA;NA;NA;Mettler;Alfred (Fredi)
Jürg;Schumacher;m;1957;62;8560;Märstetten;Schweiz;BDP;Thurgau;Bürgerlich-demokratische Partei – Best Agers;3;NA;0;https://www.pulsar-electronic.ch;https://www.facebook.com/juerg.schumacher.politik;https://twitter.com/schumi_schweiz;NA;NA;Schumacher;Jürg
Andreas;Guhl;m;1968;51;9565;Oppikon;Schweiz;BDP;Thurgau;Bürgerlich-demokratische Partei – Hauptliste;2;NA;0;http://www.andreas-guhl.ch;https://www.facebook.com/andreas.guhl.10;https://twitter.com/andiguhl;NA;NA;Guhl;Andreas
Kolumban;Helfenberger;m;1975;44;9546;Tuttwil;Schweiz;BDP;Thurgau;Bürgerlich-demokratische Partei – Hauptliste;3;NA;0;NA;NA;NA;NA;NA;Helfenberger;Kolumban
Gabriel;Herzog;m;1987;32;8500;Frauenfeld;Schweiz;BDP;Thurgau;Bürgerlich-demokratische Partei – Hauptliste;4;NA;0;NA;NA;NA;NA;NA;Herzog;Gabriel
Matthias;Jung;m;1979;40;9217;Neukirch;Schweiz;BDP;Thurgau;Bürgerlich-demokratische Partei – Hauptliste;5;NA;0;NA;NA;NA;NA;NA;Jung;Matthias
Karin;Peter Kis;f;1965;54;8280;Kreuzlingen;Schweiz;BDP;Thurgau;Bürgerlich-demokratische Partei – Hauptliste;1;NA;0;https://www.bdp.info/karin-peter/de/uebermich/;https://www.facebook.com/Karin-Peter-Kis-1623092381272346/;NA;NA;NA;Peter Kis;Karin
Thomas Markus;Riesen;m;1964;55;9515;Hosenruck;Schweiz;Parteilos;Thurgau;Bürgerlich-demokratische Partei – Hauptliste;6;NA;0;NA;NA;NA;NA;NA;Riesen;Thomas
Ueli;Frutiger;m;1958;61;3653;Oberhofen;Schweiz;BDP;Bern;Bürgerlich-Demokratische Partei Kanton Bern;15;NA;0;http://www.fzag.ch;https://www.facebook.com/ueli.frutiger.3;NA;NA;NA;Frutiger;Ueli
Patrick;Caminada;m;1987;32;8880;Walenstadt;Schweiz;BDP;St. Gallen;Bürgerlich-Demokratische Partei St. Gallen;5;NA;0;NA;https://www.facebook.com/patrick.caminada;https://twitter.com/PatrickCaminada;NA;NA;Caminada;Patrick
Norbert;Feldmann;m;1966;53;9240;Uzwil;Schweiz;BDP;St. Gallen;Bürgerlich-Demokratische Partei St. Gallen;1;NA;0;NA;NA;NA;NA;NA;Feldmann;Norbert
Nicolai;Gempel;m;1983;36;9230;Flawil;Schweiz;BDP;St. Gallen;Bürgerlich-Demokratische Partei St. Gallen;4;NA;0;NA;https://www.facebook.com/nicolai.gempel;NA;NA;NA;Gempel;Nicolai
Kenny;Gubser;m;1984;35;9000;St. Gallen;Schweiz;BDP;St. Gallen;Bürgerlich-Demokratische Partei St. Gallen;2;NA;0;NA;NA;https://twitter.com/KennyGubser;NA;NA;Gubser;Kenny
Demet;Schaefler;f;1981;38;9434;Au;Schweiz;BDP;St. Gallen;Bürgerlich-Demokratische Partei St. Gallen;3;NA;0;NA;NA;NA;NA;NA;NA;NA
